tweet,label
@Brieannnn it dropped out again ,negative
wishing my hubby didn't have to work so much ,negative
"@Hgiraffe  I like how you think, too. ",positive
"@gourmeted It's too hot? Compared to AZ, this is sweater weather. ",positive
Can any Doctor give me comments and view on Sleep Paralysis? Want them for an article  #Sleep #Paralysis #Doctors #Comments #Suggestions,positive
"Gig last night was very grim. Oh well, I'm sure the Stones once played to a dozen old biddies and a bingo machine ",negative
awwwwwmannn my chiaki senpai is taken! ,negative
At the mall again wit my girl. Tryin 2 find a dress 4 2morrow ,negative
@westlifebunny see. wouldnt it have been easier if you were online during the awards so i dont have to do this to you? ,positive
@obaadepoju Thanks a lot! ,positive
"good morning!! designer drugs are the best thing to listen to in the morning, i swear. buying a lazrtag shirt online, i gotta rep ",positive
Yao...broken foot...so much for that series  Denver's next,positive
@ddlovato @m_callahan I'm praying. I hope your dad is okay ,negative
Sick  going back to bed  arghfhfgh,negative
ahah i just got a message from van ville ,positive
@EFCuttin That unfortunately isn't surprising - any iCoonery details? ,positive
@spidermann I don't know. ,negative
@krystaldiane Are you on your way OUT?  ,negative
Oh and my little Bella-wella has to go get spayed today ,negative
@TaurusMarketing Also can't go to ABCC lunch the Consulate invited me to on 11th June as I'm in Melbourne  Soon though!,negative
@GENNAan lmfao... i never judge u anyways.. i dnt wear a coat or carry a gavvel... but ok thats a dea... tlk to ya when the sun goes down ,positive
Happy Birthday @MarahHere. ,positive
@roflucy algebra is easy lucy ,positive
"Another week, another dollar.  ",positive
@AYoungOne Thanks for the retweet!! ,positive
@girlwithnoname Do Whaaaaaaaaaaaaat?? lol I tweeted you like 45 min. ago and YOU never replied... ,negative
My ears just popped. Ouch. ,negative
extra burrrrnt from the wavepool  chillin for the rest of the night ..call/text me,negative
Worried about my parents....its really windy tonight  need some sleep...night night,negative
trying to finish packing. Sooooo tired. rehearsal and stuff tomorrow. eowyn is sick so probably no flower girl ,negative
"Just bought Charlie(issocoollike) on buytter :p Hopefully someone will buy him back, because he was expensive ",positive
not very many @ Church yesterday  ... please pray for our Church as we go thru an upcoming pastoral change in one month.,negative
@itsbretj lmao thanks ,positive
@Heroesdieold ok chick! i look forward to tomorrow then  Imysmbihbafybikywtw. Ytmitimliwickahyedtryhsyatm   hehehe XxXxX,positive
@katyperry I'll choose to be coolegant! ,positive
"headed to bed. strange day, i didnt have to work ",positive
"Goodnight  PS- thanks for jailbreaking my iPod, stacie &lt;3",positive
@keza34 Thanks for support! You're a pal ,positive
@nicole85 gd first day? ,positive
Where has the sunshine gone?!? Vancouver is grey today ,negative
@pumpkin0core It's certainly a better national s-type than the British one ^^ Sounds good You'd have to show me some sights or somesuch ,positive
"Mad Max is the temporary captain of my heart. I mean, after the Minnow, of course. ",positive
@shawnasays is on Griffin'd twitter for 2.5 seconds. Hi. ,positive
ughhh i hate dentist appointments. gross day out toooo ,negative
I want 1000 first! ,negative
Oh dear. I think they're gonna kill Dot Cotton ,negative
#myweakness = chocolate ,positive
"She love my smile, no matter how chipped my toof is. ",positive
@InsideGaming Aww... This just ruined my day... ,negative
"Finally inside. Orch G, 45+46. Here's hoping my usual luck doesn't hold and I end up with a short child in front of me. Woes of the short ",negative
n @ooogabriela come 2 see @so_cocky cuz she want @misssydney n @so_cocky $$. Is it true ,positive
@ChubbyGayMan I am in bed.  ,positive
@wybew re: OOCSS I often recogn. 'loose objects'. But I wonder: Is the Cascade a feature or a bug in your approach? I ? 'Cascade' in CSS ,positive
"@jennybai Indeed. You said you were going to bed, aye? ",positive
"@jhillstephens Yep, you're very far away from me! ",negative
URL for the homepage of &quot;The Good Guys&quot;'s website: http://www.thegoodguys.com.au/portal/page/portal/tggwebportal/corporate/storelocator ,negative
my classmate R is so fucking cool..problem-he llikes soo sucky girls with soo sucky personalities! why is da fucking life so...fucking? ,positive
OK MUSIC SESSION N LIBRARY OVER!  OFF 2 CHEM LAB FOR 3 FREAKIN HOURS! PIRATE VOICE: AAARRRGGGHHH!!!,negative
Is trying to stop the low that is inevitably gonna follow the high that was London!  so much anticipation....now what am i gonna do?,negative
"OMG! But the raw bar! The food! Amazing! ...Trying to steal the comp tampons from the powder room, but they don't fit in my clutch! ",negative
@ocherdraco Very sorry to hear that ,negative
"@threesheeps sadly from searching here.... the rumors are true, they are meet producerss  so even more I have to call tomorrow",negative
@chamillionaire  ok hope u not makin fun of my question though...have fun at the concert and make them go crazy out there as u usually do!,positive
"gathering up some knitting and heading to the playground, 75 and sunny today, rain forcast tomorrow - and the forseeable future ",negative
"&amp; i drank milk, so now im so sick..  seriously.",negative
"Im 29 today tweeps, where has the time gone? Shame i have to work when wife is off this week. ",negative
"@keegancakes wheyy, look who has a twitter (: welcome ",positive
Watching Dr. Jekyll and Mr. Hyde and relaxing. ,positive
"@ohhalexa i'll freak out soon hahaha i just want it, i'm in a bad mood  #teamftsk",negative
Having rough days lately. No more boyfriend ,negative
"Just got home, tired &quot;Shocking!&quot;...singing the Greatest hits of the Queens &amp; Tom Jones on my way home...now i'm losing my speaking voice ",negative
setting work for students? HARDEST THING EVER.  teaching is the easy bit guys!,negative
I am covered in bug bites ,negative
"@grentone Ah, I've heard a lot about Timbre but never had a chance to go there  You recommend that place? ",negative
"On the grass, by the river, Sleepin in the sunshine on your day off - priceless ",positive
Finally home... Long day that ended with a smile... Congrats to my uncle &amp; aunt who are now REVERANDS Uncle &amp; aunt... ,positive
drivin lesson was good   (Y),positive
Yay!  It's the weekend!  Let the party begin!  ,positive
aah just missed the opportunity to go to the cinemas cause i couldnt get ready in time ,negative
@stugreenham I use the TV Plus app and it works ,positive
"&quot;I need a boyfriend, I can't open the salsa jar&quot;- Vedia and I's facebook chat. I love my for-diner's  http://twurl.nl/g4nmzz",positive
@4everBrandy gut is german for good ,positive
@chezjanie from the university and we don't have the exact dates of our semester ,negative
is so annoyed at andrew and thinks he is being mean and blowing everything out of proportion    and i love morgan smith with all my &lt;3,negative
excited that my daughter just signed her National Letter Of Intent to run Track and Field for UCR.... Not bad for a Jersey Girl... ,positive
thinks her mums a star for gettin the blacurrent stain out of my new dress!! Get in!  Ohh you knoo it x,positive
"@Donnette I am home and looking forward to being home  Pakistan home owned, USA one bank owns til paid off, but yes, happy2b back2US soon",positive
Come help me prove green tea loves the heart !!!!!!!! ,positive
Drove from CBD to Hawthorn for meeting. Only prob was - I was 3 weeks too early ,negative
I'm so hungry but it's not time for dinner. ,negative
"well im not sure how many others have this issue, but i cant block people anymore  I am being flooded with spammers and bots!",negative
Why do my friends feel as though they don't need to bring gifts to my house warming...A mess ,negative
trying to move my head between pottering-about mode and back-to-work mode. we have a problem...(and opening e-mail hasn't just helped) ,negative
It's been like 50 minutes since there were 20 minutes left  ,negative
office in highrise city tower is much less comfortable than lounge chair on the beach from the weekend... i want to go back ,negative
@eydee08 i can't wait to see you stressed not coz of a compre or an STB but coz of EXAAAAMS ,positive
"@Sandria_dore morning from England, great choice have a good day!! ",positive
"..he's awesome   i can't sleep, drinking capri-sun",positive
@adlyman Good for you...staying locked in... ,positive
@johna404 fine! Getting ready to go to a bookstore and later to the church! ,positive
"Ok, just waiting on them to send me some stuff through the post. Apparently, I've done everything right so far - bonus ",positive
@keriangan  You're not missing much.,negative
@jadeheritage Simon didn't show you the links did he? Oh dear.  x,negative
@julianakubicki: i care about ur deadline overload. I totally procrastinate on papers 2 but thats why i choose 2 not b in school n.e.more ,positive
@hiimmarvin lol  i'm hungry bring me food while you're at souplantation,positive
Lunch-Lunch-Lunch FRIED CHICKEN!  Remodeled my RC Restaurant  Expensive Though &gt;.&lt;,positive
"@thedateabledork Congrats! Fitting into my skinny jeans are on the list for me this summer, too, with a side of stamina. Hello p90x! ",positive
ugh! I can't sleep when I'm mad! ,negative
@KComer blogging sad you unfollowed me ,negative
@LiTLmissJACKiE meeeee! Lls. I'm at work! ,negative
voting got the mtv movie awards -  just voted for anna faris as the best comedic performance ,positive
@thejessicadrake wow happy birthday to you!  many happy returns xxx,positive
you know you got me off my highest guard believe me when i say its hard.    fml fml fml fml.,negative
missing greer so much - its only been 20 minutes since u bin gone babe! ,negative
@MelissaFrancis It's definitely about picking apart Deidre's letter rather than actually addressing the issue ,negative
"Going to mikes, but I cant tweet on the move like him ",negative
out of church going to Culvers for lunch ,positive
Just got my first mouse in 7 years farewell Microsoft trackball explorer v1.0 ,negative
ugg i missed so much last nite  i hate my life sometimes!!! stupid crappy as job that makes me goto bed at a decent time!,negative
@mileycyrus nice  i love that movie!,positive
